0,1,2,3,4,5,6,7,8,9,10
yogurt,potato products,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
bottled water,sparkling wine,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
pot plants,bottled water,,,,,,,,,
whole milk,rice,,,,,,,,,
soda,beverages,,,,,,,,,
detergent,whole milk,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
curd,grapes,curd,shopping bags,,,,,,,
domestic eggs,whole milk,napkins,,,,,,,,
root vegetables,curd,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
pet care,whole milk,,,,,,,,,
rolls/buns,canned vegetables,cat food,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
flower (seeds),domestic eggs,,,,,,,,,
sausage,other vegetables,oil,candy,,,,,,,
white wine,soda,,,,,,,,,
long life bakery product,sweet spreads,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
root vegetables,long life bakery product,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
ice cream,flower (seeds),,,,,,,,,
citrus fruit,sausage,domestic eggs,citrus fruit,dishes,,,,,,
berries,bottled beer,beef,whole milk,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,curd,brown bread,,,,,,,,
soda,specialty cheese,napkins,,,,,,,,
hamburger meat,coffee,,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
pork,finished products,ice cream,shopping bags,rolls/buns,,,,,,
meat,onions,misc. beverages,,,,,,,,
newspapers,other vegetables,shopping bags,,,,,,,,
spread cheese,newspapers,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,specialty chocolate,napkins,,,,,,,,
beef,pork,margarine,fruit/vegetable juice,margarine,,,,,,
other vegetables,beef,tropical fruit,brown bread,cat food,,,,,,
domestic eggs,pasta,,,,,,,,,
soda,pork,,,,,,,,,
house keeping products,newspapers,,,,,,,,,
coffee,rolls/buns,,,,,,,,,
canned beer,hamburger meat,,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
root vegetables,waffles,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
pip fruit,white wine,chocolate,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,salty snack,,,,,,,,,
red/blush wine,canned fish,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
sausage,whole milk,,,,,,,,,
liquor (appetizer),liquor,,,,,,,,,
UHT-milk,berries,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
specialty chocolate,pasta,soda,long life bakery product,,,,,,,
female sanitary products,margarine,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
coffee,whole milk,canned fruit,,,,,,,,
pip fruit,tropical fruit,rolls/buns,pip fruit,rolls/buns,,,,,,
red/blush wine,cream cheese ,,,,,,,,,
dessert,whole milk,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
whole milk,yogurt,,,,,,,,,
yogurt,bottled beer,rolls/buns,yogurt,sugar,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
ham,pastry,,,,,,,,,
frozen vegetables,pot plants,,,,,,,,,
pip fruit,tropical fruit,,,,,,,,,
sugar,bottled beer,packaged fruit/vegetables,bottled water,,,,,,,
frozen meals,rolls/buns,tropical fruit,curd,,,,,,,
sausage,whole milk,whipped/sour cream,yogurt,,,,,,,
citrus fruit,candy,,,,,,,,,
jam,root vegetables,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
frozen fish,white bread,,,,,,,,,
frozen dessert,berries,,,,,,,,,
white bread,rolls/buns,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
meat,specialty cheese,,,,,,,,,
sauces,misc. beverages,,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
sausage,sausage,frozen fish,house keeping products,,,,,,,
soda,white wine,processed cheese,,,,,,,,
tropical fruit,bottled water,dishes,,,,,,,,
bottled water,chewing gum,beef,brown bread,,,,,,,
canned fish,salty snack,,,,,,,,,
frozen meals,newspapers,,,,,,,,,
chicken,soda,,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
pip fruit,canned beer,,,,,,,,,
soda,coffee,salty snack,,,,,,,,
fruit/vegetable juice,yogurt,pastry,,,,,,,,
sausage,fish,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
root vegetables,frozen potato products,dental care,,,,,,,,
beef,margarine,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,pip fruit,frozen vegetables,,,,,,,,
meat,butter,cleaner,misc. beverages,,,,,,,
pork,cat food,,,,,,,,,
ham,root vegetables,rolls/buns,processed cheese,whole milk,pastry,soups,,,,
sausage,rolls/buns,pickled vegetables,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
fruit/vegetable juice,roll products ,,,,,,,,,
bottled water,hygiene articles,,,,,,,,,
canned beer,sliced cheese,cake bar,,,,,,,,
beef,candles,,,,,,,,,
citrus fruit,rolls/buns,napkins,soda,,,,,,,
other vegetables,other vegetables,,,,,,,,,
sugar,pickled vegetables,fruit/vegetable juice,yogurt,,,,,,,
rolls/buns,curd,,,,,,,,,
whole milk,tropical fruit,root vegetables,Instant food products,margarine,,,,,,
canned beer,flour,,,,,,,,,
bottled water,bottled water,,,,,,,,,
whole milk,grapes,root vegetables,shopping bags,,,,,,,
ice cream,sliced cheese,,,,,,,,,
sausage,specialty cheese,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
whipped/sour cream,red/blush wine,,,,,,,,,
yogurt,yogurt,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
soda,chocolate,,,,,,,,,
bottled water,ice cream,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
whipped/sour cream,citrus fruit,,,,,,,,,
whole milk,sausage,yogurt,other vegetables,misc. beverages,,,,,,
cleaner,curd,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
soda,misc. beverages,,,,,,,,,
other vegetables,soda,,,,,,,,,
pastry,frozen fish,,,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
Instant food products,soda,,,,,,,,,
oil,bottled water,whipped/sour cream,,,,,,,,
meat,processed cheese,root vegetables,cat food,,,,,,,
hamburger meat,yogurt,bottled water,,,,,,,,
rolls/buns,sauces,,,,,,,,,
margarine,whole milk,berries,,,,,,,,
bottled water,other vegetables,,,,,,,,,
sugar,whole milk,fruit/vegetable juice,,,,,,,,
hygiene articles,pastry,bottled beer,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
pork,margarine,sugar,,,,,,,,
frozen meals,whole milk,fruit/vegetable juice,butter,chocolate,bottled water,,,,,
meat,other vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
white bread,nuts/prunes,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
hard cheese,soda,,,,,,,,,
Instant food products,whipped/sour cream,butter,cake bar,,,,,,,
root vegetables,canned beer,,,,,,,,,
whipped/sour cream,whole milk,cream cheese ,napkins,,,,,,,
fruit/vegetable juice,rolls/buns,chocolate,,,,,,,,
tropical fruit,whipped/sour cream,specialty chocolate,,,,,,,,
beverages,other vegetables,root vegetables,,,,,,,,
beef,cat food,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
roll products ,rolls/buns,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
root vegetables,newspapers,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
other vegetables,berries,,,,,,,,,
whole milk,curd,yogurt,,,,,,,,
rolls/buns,butter,,,,,,,,,
pastry,waffles,,,,,,,,,
beef,soft cheese,,,,,,,,,
butter,whole milk,,,,,,,,,
pip fruit,pip fruit,sliced cheese,dishes,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
whole milk,sausage,bottled beer,yogurt,,,,,,,
frankfurter,whole milk,,,,,,,,,
canned beer,butter,margarine,domestic eggs,,,,,,,
salt,semi-finished bread,,,,,,,,,
cereals,sugar,,,,,,,,,
pork,cake bar,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,salt,,,,,,,,,
pet care,long life bakery product,,,,,,,,,
hamburger meat,shopping bags,,,,,,,,,
dessert,pork,,,,,,,,,
bottled water,whipped/sour cream,berries,whole milk,,,,,,,
yogurt,yogurt,,,,,,,,,
berries,napkins,cereals,,,,,,,,
dish cleaner,whole milk,flower (seeds),flour,chewing gum,dog food,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
napkins,whole milk,chocolate marshmallow,,,,,,,,
brown bread,whole milk,light bulbs,,,,,,,,
canned beer,newspapers,,,,,,,,,
whole milk,yogurt,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
ice cream,photo/film,flour,,,,,,,,
ham,canned beer,,,,,,,,,
ham,berries,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
berries,other vegetables,butter,newspapers,,,,,,,
butter,sliced cheese,,,,,,,,,
canned beer,shopping bags,whole milk,,,,,,,,
oil,curd,,,,,,,,,
cereals,sausage,tropical fruit,other vegetables,,,,,,,
specialty bar,yogurt,napkins,other vegetables,chocolate,,,,,,
salt,oil,,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
root vegetables,butter,frozen vegetables,butter,,,,,,,
meat,rolls/buns,root vegetables,,,,,,,,
whole milk,white bread,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
specialty chocolate,sauces,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
brown bread,misc. beverages,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
whole milk,white wine,,,,,,,,,
liquor,sugar,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
soda,soda,,,,,,,,,
pork,chewing gum,canned fish,,,,,,,,
specialty chocolate,whole milk,red/blush wine,,,,,,,,
canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads,,,,,
hamburger meat,other vegetables,,,,,,,,,
fruit/vegetable juice,female sanitary products,,,,,,,,,
pork,tropical fruit,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
other vegetables,butter milk,long life bakery product,,,,,,,,
soda,instant coffee,,,,,,,,,
tropical fruit,butter,,,,,,,,,
pork,bottled beer,beef,other vegetables,chocolate,snack products,other vegetables,frozen vegetables,,,
flour,chocolate marshmallow,,,,,,,,,
other vegetables,pastry,,,,,,,,,
tropical fruit,pastry,cream cheese ,,,,,,,,
cat food,soda,,,,,,,,,
other vegetables,dessert,,,,,,,,,
canned beer,pip fruit,frozen vegetables,dessert,canned vegetables,,,,,,
coffee,domestic eggs,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
candy,spread cheese,,,,,,,,,
root vegetables,soda,,,,,,,,,
rolls/buns,dessert,coffee,,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
pip fruit,sausage,red/blush wine,coffee,salt,pastry,,,,,
newspapers,shopping bags,,,,,,,,,
pastry,kitchen towels,,,,,,,,,
citrus fruit,white wine,bottled beer,newspapers,cat food,,,,,,
sausage,rum,,,,,,,,,
pip fruit,spread cheese,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
whole milk,dental care,,,,,,,,,
beverages,bottled water,yogurt,,,,,,,,
other vegetables,potato products,napkins,,,,,,,,
sausage,tropical fruit,,,,,,,,,
pork,curd,,,,,,,,,
rolls/buns,instant coffee,UHT-milk,margarine,,,,,,,
citrus fruit,beef,tropical fruit,curd,,,,,,,
margarine,newspapers,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
beef,salty snack,,,,,,,,,
yogurt,rolls/buns,soda,,,,,,,,
citrus fruit,pastry,candy,softener,,,,,,,
roll products ,shopping bags,,,,,,,,,
instant coffee,newspapers,hard cheese,salty snack,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pastry,baking powder,,,,,,,,,
whipped/sour cream,baking powder,cat food,,,,,,,,
citrus fruit,soda,,,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
chicken,berries,whipped/sour cream,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
frozen fish,margarine,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
oil,fruit/vegetable juice,domestic eggs,,,,,,,,
frozen vegetables,cookware,,,,,,,,,
shopping bags,curd,,,,,,,,,
cream cheese ,margarine,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
beef,cream cheese ,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
pastry,newspapers,,,,,,,,,
pickled vegetables,meat,,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,
beef,kitchen towels,fruit/vegetable juice,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
bottled beer,cat food,newspapers,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
newspapers,chicken,pip fruit,,,,,,,,
pip fruit,soda,,,,,,,,,
herbs,grapes,,,,,,,,,
pastry,liquor,,,,,,,,,
chicken,frozen fish,sugar,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
grapes,soda,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
frozen meals,cream cheese ,,,,,,,,,
ham,salt,,,,,,,,,
pork,hamburger meat,whole milk,whole milk,fruit/vegetable juice,,,,,,
frozen meals,rolls/buns,chocolate,shopping bags,,,,,,,
hamburger meat,organic sausage,,,,,,,,,
coffee,bottled water,,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
curd,cling film/bags,candy,rolls/buns,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
liver loaf,bottled beer,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
other vegetables,other vegetables,soda,dish cleaner,,,,,,,
canned beer,newspapers,,,,,,,,,
root vegetables,pastry,rolls/buns,condensed milk,tropical fruit,bathroom cleaner,waffles,canned beer,,,
pip fruit,sugar,,,,,,,,,
pip fruit,butter,whole milk,other vegetables,,,,,,,
chicken,beef,,,,,,,,,
butter milk,dessert,processed cheese,,,,,,,,
sausage,other vegetables,,,,,,,,,
beverages,citrus fruit,tropical fruit,ready soups,canned fish,soda,,,,,
tropical fruit,white bread,red/blush wine,,,,,,,,
meat,rum,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
beef,rolls/buns,,,,,,,,,
sausage,candy,,,,,,,,,
root vegetables,root vegetables,frozen vegetables,,,,,,,,
beef,pip fruit,bottled water,margarine,hygiene articles,,,,,,
pip fruit,shopping bags,,,,,,,,,
grapes,chocolate,,,,,,,,,
photo/film,root vegetables,newspapers,,,,,,,,
oil,butter,,,,,,,,,
frankfurter,berries,tropical fruit,rolls/buns,,,,,,,
whole milk,soups,,,,,,,,,
sausage,yogurt,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
root vegetables,coffee,,,,,,,,,
pork,meat,,,,,,,,,
white wine,rolls/buns,soda,white bread,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
frankfurter,chicken,butter,bottled water,,,,,,,
ham,bottled beer,,,,,,,,,
sausage,chicken,whipped/sour cream,sparkling wine,,,,,,,
salty snack,curd,,,,,,,,,
root vegetables,candy,,,,,,,,,
pastry,whole milk,,,,,,,,,
pork,whole milk,,,,,,,,,
brown bread,rolls/buns,processed cheese,,,,,,,,
other vegetables,soda,,,,,,,,,
sugar,butter,,,,,,,,,
citrus fruit,sausage,brown bread,,,,,,,,
frankfurter,brown bread,,,,,,,,,
pork,cleaner,,,,,,,,,
rolls/buns,yogurt,hard cheese,,,,,,,,
pot plants,frozen potato products,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
dishes,onions,canned beer,,,,,,,,
sausage,hard cheese,,,,,,,,,
UHT-milk,yogurt,pastry,UHT-milk,,,,,,,
frankfurter,margarine,,,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
bottled water,berries,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
coffee,liquor,,,,,,,,,
pork,butter,,,,,,,,,
margarine,whole milk,white bread,,,,,,,,
sugar,other vegetables,,,,,,,,,
pastry,margarine,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
soda,pork,bottled water,,,,,,,,
white bread,whipped/sour cream,,,,,,,,,
hamburger meat,soda,pastry,newspapers,,,,,,,
other vegetables,sausage,tropical fruit,whipped/sour cream,salty snack,oil,,,,,
whipped/sour cream,soda,,,,,,,,,
hamburger meat,root vegetables,seasonal products,shopping bags,,,,,,,
newspapers,root vegetables,margarine,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
whole milk,whole milk,herbs,,,,,,,,
whole milk,other vegetables,,,,,,,,,
yogurt,whole milk,,,,,,,,,
beef,chewing gum,,,,,,,,,
whole milk,napkins,,,,,,,,,
bottled water,liquor (appetizer),,,,,,,,,
beef,curd,,,,,,,,,
whole milk,newspapers,,,,,,,,,
mustard,yogurt,,,,,,,,,
other vegetables,yogurt,whole milk,butter,shopping bags,,,,,,
other vegetables,yogurt,pastry,,,,,,,,
shopping bags,soda,,,,,,,,,
canned fruit,dog food,,,,,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
hamburger meat,pastry,flour,,,,,,,,
berries,oil,cat food,,,,,,,,
butter,brown bread,,,,,,,,,
rolls/buns,butter,,,,,,,,,
bottled beer,root vegetables,pip fruit,other vegetables,dessert,rolls/buns,shopping bags,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
misc. beverages,waffles,bottled beer,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
rolls/buns,frozen vegetables,roll products ,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
liquor (appetizer),soda,,,,,,,,,
citrus fruit,curd,,,,,,,,,
frozen potato products,bottled beer,,,,,,,,,
other vegetables,whole milk,sliced cheese,,,,,,,,
herbs,yogurt,prosecco,,,,,,,,
bottled water,canned vegetables,,,,,,,,,
whipped/sour cream,whipped/sour cream,,,,,,,,,
tropical fruit,soda,canned beer,,,,,,,,
sparkling wine,female sanitary products,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
seasonal products,soups,,,,,,,,,
sugar,kitchen towels,,,,,,,,,
specialty bar,processed cheese,whole milk,whole milk,misc. beverages,,,,,,
packaged fruit/vegetables,herbs,,,,,,,,,
butter,onions,butter milk,,,,,,,,
whipped/sour cream,bottled water,specialty vegetables,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
beef,whole milk,newspapers,,,,,,,,
other vegetables,salty snack,,,,,,,,,
soda,candy,,,,,,,,,
citrus fruit,frozen meals,coffee,seasonal products,yogurt,soups,,,,,
citrus fruit,bottled beer,roll products ,,,,,,,,
tropical fruit,UHT-milk,napkins,whole milk,,,,,,,
dessert,brown bread,,,,,,,,,
soda,other vegetables,white bread,,,,,,,,
canned beer,organic products,whole milk,frozen dessert,misc. beverages,,,,,,
onions,waffles,,,,,,,,,
pastry,meat,,,,,,,,,
frozen vegetables,brown bread,,,,,,,,,
specialty bar,brown bread,,,,,,,,,
whole milk,cake bar,,,,,,,,,
frozen potato products,frankfurter,brown bread,roll products ,detergent,,,,,,
whole milk,bottled beer,,,,,,,,,
citrus fruit,beverages,,,,,,,,,
hamburger meat,butter,,,,,,,,,
sausage,rolls/buns,rolls/buns,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
tropical fruit,flour,,,,,,,,,
yogurt,canned fish,pasta,,,,,,,,
tropical fruit,soda,spices,,,,,,,,
ham,other vegetables,,,,,,,,,
popcorn,domestic eggs,canned beer,butter milk,,,,,,,
whole milk,yogurt,,,,,,,,,
canned beer,curd,,,,,,,,,
chicken,other vegetables,,,,,,,,,
frozen vegetables,rolls/buns,cling film/bags,,,,,,,,
frozen dessert,newspapers,,,,,,,,,
beef,white bread,,,,,,,,,
root vegetables,margarine,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
berries,tropical fruit,whole milk,soda,,,,,,,
frozen dessert,flower (seeds),,,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
pip fruit,hygiene articles,domestic eggs,hard cheese,,,,,,,
margarine,butter,,,,,,,,,
shopping bags,cake bar,,,,,,,,,
canned beer,chocolate,,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
white wine,condensed milk,,,,,,,,,
soda,soda,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
whole milk,curd,,,,,,,,,
root vegetables,meat,,,,,,,,,
frozen meals,sausage,pastry,yogurt,,,,,,,
brown bread,rolls/buns,sliced cheese,,,,,,,,
canned beer,soda,,,,,,,,,
soda,pastry,,,,,,,,,
meat,soda,cream cheese ,,,,,,,,
beef,frozen vegetables,,,,,,,,,
chicken,pastry,,,,,,,,,
ice cream,salty snack,,,,,,,,,
butter,roll products ,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
syrup,newspapers,processed cheese,rolls/buns,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
chicken,brown bread,,,,,,,,,
butter,frozen vegetables,,,,,,,,,
butter,mayonnaise,,,,,,,,,
chicken,whole milk,,,,,,,,,
ham,frozen meals,,,,,,,,,
curd,soda,shopping bags,,,,,,,,
whole milk,ice cream,detergent,rolls/buns,,,,,,,
root vegetables,butter,,,,,,,,,
yogurt,sausage,yogurt,pip fruit,curd,,,,,,
ham,yogurt,,,,,,,,,
photo/film,bottled beer,,,,,,,,,
specialty chocolate,yogurt,hard cheese,pastry,,,,,,,
newspapers,newspapers,,,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
citrus fruit,jam,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pip fruit,soda,brown bread,,,,,,,,
salty snack,yogurt,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned vegetables,chocolate marshmallow,,,,,,,,,
soda,instant coffee,,,,,,,,,
other vegetables,oil,,,,,,,,,
whipped/sour cream,bottled beer,,,,,,,,,
waffles,bottled water,,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
other vegetables,yogurt,,,,,,,,,
yogurt,waffles,,,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
sausage,sausage,rolls/buns,sweet spreads,instant coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,
turkey,UHT-milk,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
beef,canned beer,fruit/vegetable juice,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
whole milk,pastry,fruit/vegetable juice,,,,,,,,
sausage,berries,,,,,,,,,
citrus fruit,yogurt,soda,,,,,,,,
other vegetables,bottled water,,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
fish,chocolate,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
beef,butter,,,,,,,,,
white wine,newspapers,dog food,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
beverages,bottled water,,,,,,,,,
bottled water,pip fruit,frozen vegetables,,,,,,,,
butter milk,hard cheese,,,,,,,,,
soda,rolls/buns,soda,,,,,,,,
whole milk,soda,,,,,,,,,
frankfurter,sausage,,,,,,,,,
white wine,sugar,,,,,,,,,
sausage,rolls/buns,rolls/buns,rolls/buns,,,,,,,
turkey,bottled water,,,,,,,,,
other vegetables,dessert,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
